FID,Key,SurveyID,Country,Ecoregion,Realm,SiteCode,Site,SiteLat,SiteLong,SurveyDate,Depth,Phylum,Class,Family,Taxon,Block,Total,Diver,geom
M1_DATA.37332,37332,912342041,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN16,Teno Norte,28.34,-16.92,2012-01-13T13:00:00Z,4,Chordata,Actinopterygii,Labridae,Thalassoma pavo,2,178,RRE,POINT (-16.92 28.34)
M1_DATA.37333,37333,912342042,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN16,Teno Norte,28.34,-16.92,2012-01-13T13:00:00Z,8.6,Chordata,Actinopterygii,Pomacentridae,Abudefduf luridus,1,82,OAG,POINT (-16.92 28.34)
M1_DATA.37334,37334,912342042,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN16,Teno Norte,28.34,-16.92,2012-01-13T13:00:00Z,8.6,Chordata,Actinopterygii,Sparidae,Boops boops,1,50,OAG,POINT (-16.92 28.34)
M1_DATA.37335,37335,912342042,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN16,Teno Norte,28.34,-16.92,2012-01-13T13:00:00Z,8.6,Chordata,Actinopterygii,Pomacentridae,Chromis limbata,2,20,OAG,POINT (-16.92 28.34)
M1_DATA.37336,37336,912342042,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN16,Teno Norte,28.34,-16.92,2012-01-13T13:00:00Z,8.6,Chordata,Actinopterygii,Sparidae,Diplodus sargus,1,10,OAG,POINT (-16.92 28.34)
M1_DATA.37337,37337,912342042,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN16,Teno Norte,28.34,-16.92,2012-01-13T13:00:00Z,8.6,Chordata,Actinopterygii,Scaridae,Sparisoma cretense,1,27,OAG,POINT (-16.92 28.34)
M1_DATA.37338,37338,912342042,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN16,Teno Norte,28.34,-16.92,2012-01-13T13:00:00Z,8.6,Chordata,Actinopterygii,Labridae,Thalassoma pavo,2,249,OAG,POINT (-16.92 28.34)
M1_DATA.37339,37339,912342043,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN16,Teno Norte,28.34,-16.92,2012-01-13T13:00:00Z,5.1,Chordata,Actinopterygii,Apogonidae,Apogon imberbis,2,1,JASF,POINT (-16.92 28.34)
M1_DATA.37340,37340,912342043,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN16,Teno Norte,28.34,-16.92,2012-01-13T13:00:00Z,5.1,Chordata,Actinopterygii,Tetraodontidae,Canthigaster capistrata,1,14,JASF,POINT (-16.92 28.34)
M1_DATA.37341,37341,912349255,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN16,Teno Norte,28.34,-16.92,2012-01-13T13:00:00Z,4.5,Chordata,Actinopterygii,Pomacentridae,Abudefduf luridus,1,70,JASF,POINT (-16.92 28.34)
M1_DATA.37342,37342,912349255,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN16,Teno Norte,28.34,-16.92,2012-01-13T13:00:00Z,4.5,Chordata,Actinopterygii,Scaridae,Sparisoma cretense,1,24,JASF,POINT (-16.92 28.34)
M1_DATA.37343,37343,912349256,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN16,Teno Norte,28.34,-16.92,2012-10-19T13:00:00Z,5.2,Chordata,Actinopterygii,Pomacentridae,Abudefduf luridus,2,14,DHP,POINT (-16.92 28.34)
M1_DATA.37344,37344,912349256,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN16,Teno Norte,28.34,-16.92,2012-10-19T13:00:00Z,5.2,Chordata,Actinopterygii,Pomacentridae,Chromis limbata,2,2,DHP,POINT (-16.92 28.34)
M1_DATA.37345,37345,912349256,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN16,Teno Norte,28.34,-16.92,2012-10-19T13:00:00Z,5.2,Chordata,Actinopterygii,Scaridae,Sparisoma cretense,1,20,DHP,POINT (-16.92 28.34)
M1_DATA.37346,37346,912349256,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN16,Teno Norte,28.34,-16.92,2012-10-19T13:00:00Z,5.2,Chordata,Actinopterygii,Tetraodontidae,Sphoeroides marmoratus,2,1,DHP,POINT (-16.92 28.34)
M1_DATA.37347,37347,912349256,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN16,Teno Norte,28.34,-16.92,2012-10-19T13:00:00Z,5.2,Chordata,Actinopterygii,Labridae,Thalassoma pavo,2,33,DHP,POINT (-16.92 28.34)
M1_DATA.37348,37348,912349257,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN16,Teno Norte,28.34,-16.92,2012-10-19T13:00:00Z,5.6,Chordata,Actinopterygii,Pomacentridae,Abudefduf luridus,2,105,JASF,POINT (-16.92 28.34)
M1_DATA.37349,37349,912349257,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN16,Teno Norte,28.34,-16.92,2012-10-19T13:00:00Z,5.6,Chordata,Actinopterygii,Pomacentridae,Chromis limbata,2,1,JASF,POINT (-16.92 28.34)
M1_DATA.37350,37350,912349257,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN16,Teno Norte,28.34,-16.92,2012-10-19T13:00:00Z,5.6,Chordata,Actinopterygii,Sparidae,Diplodus sargus,1,5,JASF,POINT (-16.92 28.34)
M1_DATA.37351,37351,912349257,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN16,Teno Norte,28.34,-16.92,2012-10-19T13:00:00Z,5.6,Chordata,Actinopterygii,Blenniidae,Ophioblennius atlanticus,1,3,JASF,POINT (-16.92 28.34)
M1_DATA.37352,37352,912349257,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN16,Teno Norte,28.34,-16.92,2012-10-19T13:00:00Z,5.6,Chordata,Actinopterygii,Carangidae,Pseudocaranx georgianus,2,300,JASF,POINT (-16.92 28.34)
M1_DATA.37353,37353,912349257,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN16,Teno Norte,28.34,-16.92,2012-10-19T13:00:00Z,5.6,Chordata,Actinopterygii,Labridae,Thalassoma pavo,2,151,JASF,POINT (-16.92 28.34)
M1_DATA.37407,37407,912342037,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN17,Teno Sur,28.34,-16.92,2012-01-13T13:00:00Z,4,Chordata,Actinopterygii,Tetraodontidae,Canthigaster capistrata,1,2,DDG,POINT (-16.92 28.34)
M1_DATA.37408,37408,912342037,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN17,Teno Sur,28.34,-16.92,2012-01-13T13:00:00Z,4,Chordata,Actinopterygii,Sparidae,Diplodus vulgaris,2,4,DDG,POINT (-16.92 28.34)
M1_DATA.37409,37409,912342039,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN17,Teno Sur,28.34,-16.92,2012-01-13T13:00:00Z,6.1,Chordata,Actinopterygii,Tetraodontidae,Canthigaster capistrata,2,5,DHP,POINT (-16.92 28.34)
M1_DATA.37410,37410,912342039,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN17,Teno Sur,28.34,-16.92,2012-01-13T13:00:00Z,6.1,Chordata,Actinopterygii,Labridae,Centrolabrus trutta,2,1,DHP,POINT (-16.92 28.34)
M1_DATA.37411,37411,912342039,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN17,Teno Sur,28.34,-16.92,2012-01-13T13:00:00Z,6.1,Chordata,Actinopterygii,Carangidae,Pseudocaranx georgianus,1,2,DHP,POINT (-16.92 28.34)
M1_DATA.37412,37412,912342039,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN17,Teno Sur,28.34,-16.92,2012-01-13T13:00:00Z,6.1,Chordata,Actinopterygii,Labridae,Thalassoma pavo,1,159,DHP,POINT (-16.92 28.34)
M1_DATA.37413,37413,912342045,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN17,Teno Sur,28.34,-16.92,2012-01-13T13:00:00Z,6,Chordata,Actinopterygii,Tetraodontidae,Canthigaster capistrata,1,12,OAG,POINT (-16.92 28.34)
M1_DATA.37414,37414,912342045,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN17,Teno Sur,28.34,-16.92,2012-01-13T13:00:00Z,6,Chordata,Actinopterygii,Sparidae,Diplodus sargus,2,8,OAG,POINT (-16.92 28.34)
M1_DATA.37415,37415,912342045,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN17,Teno Sur,28.34,-16.92,2012-01-13T13:00:00Z,6,Chordata,Actinopterygii,Sparidae,Oblada melanura,1,20,OAG,POINT (-16.92 28.34)
M1_DATA.37416,37416,912342045,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN17,Teno Sur,28.34,-16.92,2012-01-13T13:00:00Z,6,Chordata,Actinopterygii,Blenniidae,Ophioblennius atlanticus,2,6,OAG,POINT (-16.92 28.34)
M1_DATA.37417,37417,912342045,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN17,Teno Sur,28.34,-16.92,2012-01-13T13:00:00Z,6,Chordata,Actinopterygii,Scaridae,Sparisoma cretense,2,13,OAG,POINT (-16.92 28.34)
M1_DATA.37418,37418,912349258,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN17,Teno Sur,28.34,-16.92,2012-01-13T13:00:00Z,5,Chordata,Actinopterygii,Pomacentridae,Abudefduf luridus,2,31,JASF,POINT (-16.92 28.34)
M1_DATA.37419,37419,912349258,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN17,Teno Sur,28.34,-16.92,2012-01-13T13:00:00Z,5,Chordata,Actinopterygii,Apogonidae,Apogon imberbis,2,1,JASF,POINT (-16.92 28.34)
M1_DATA.37420,37420,912349258,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN17,Teno Sur,28.34,-16.92,2012-01-13T13:00:00Z,5,Chordata,Actinopterygii,Scaridae,Sparisoma cretense,2,23,JASF,POINT (-16.92 28.34)
M1_DATA.37421,37421,912349258,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN17,Teno Sur,28.34,-16.92,2012-01-13T13:00:00Z,5,Chordata,Actinopterygii,Tetraodontidae,Sphoeroides marmoratus,2,1,JASF,POINT (-16.92 28.34)
M1_DATA.37422,37422,912349258,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN17,Teno Sur,28.34,-16.92,2012-01-13T13:00:00Z,5,Chordata,Actinopterygii,Synodontidae,Synodus saurus,1,2,JASF,POINT (-16.92 28.34)
M1_DATA.37423,37423,912342044,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN18,Faro de Teno,28.34,-16.92,2012-01-13T13:00:00Z,3,Chordata,Actinopterygii,Tetraodontidae,Canthigaster capistrata,1,9,RRE,POINT (-16.92 28.34)
M1_DATA.37424,37424,912342044,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN18,Faro de Teno,28.34,-16.92,2012-01-13T13:00:00Z,3,Chordata,Actinopterygii,Pomacentridae,Chromis limbata,1,2,RRE,POINT (-16.92 28.34)
M1_DATA.37425,37425,912342044,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN18,Faro de Teno,28.34,-16.92,2012-01-13T13:00:00Z,3,Chordata,Actinopterygii,Labridae,Thalassoma pavo,1,92,RRE,POINT (-16.92 28.34)
M1_DATA.37426,37426,912342079,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN18,Faro de Teno,28.34,-16.92,2012-01-21T13:00:00Z,4.8,Chordata,Actinopterygii,Tetraodontidae,Canthigaster capistrata,1,9,OAG,POINT (-16.92 28.34)
M1_DATA.37427,37427,912342079,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN18,Faro de Teno,28.34,-16.92,2012-01-21T13:00:00Z,4.8,Chordata,Actinopterygii,Labridae,Centrolabrus trutta,1,16,OAG,POINT (-16.92 28.34)
M1_DATA.37428,37428,912342079,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN18,Faro de Teno,28.34,-16.92,2012-01-21T13:00:00Z,4.8,Chordata,Actinopterygii,Sparidae,Diplodus vulgaris,2,1,OAG,POINT (-16.92 28.34)
M1_DATA.37429,37429,912342079,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN18,Faro de Teno,28.34,-16.92,2012-01-21T13:00:00Z,4.8,Chordata,Actinopterygii,Sparidae,Oblada melanura,2,250,OAG,POINT (-16.92 28.34)
M1_DATA.37430,37430,912342079,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN18,Faro de Teno,28.34,-16.92,2012-01-21T13:00:00Z,4.8,Chordata,Actinopterygii,Blenniidae,Ophioblennius atlanticus,2,3,OAG,POINT (-16.92 28.34)
M1_DATA.37431,37431,912342084,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN18,Faro de Teno,28.34,-16.92,2012-01-21T13:00:00Z,6.5,Chordata,Actinopterygii,Sparidae,Boops boops,2,30,DHP,POINT (-16.92 28.34)
M1_DATA.37432,37432,912342084,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN18,Faro de Teno,28.34,-16.92,2012-01-21T13:00:00Z,6.5,Chordata,Actinopterygii,Tetraodontidae,Canthigaster capistrata,1,1,DHP,POINT (-16.92 28.34)
M1_DATA.37485,37485,912342084,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN18,Faro de Teno,28.34,-16.92,2012-01-21T13:00:00Z,6.5,Chordata,Actinopterygii,Labridae,Centrolabrus trutta,1,1,DHP,POINT (-16.92 28.34)
M1_DATA.37486,37486,912342084,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN18,Faro de Teno,28.34,-16.92,2012-01-21T13:00:00Z,6.5,Chordata,Actinopterygii,Sparidae,Diplodus sargus,2,3,DHP,POINT (-16.92 28.34)
M1_DATA.37487,37487,912342084,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN18,Faro de Teno,28.34,-16.92,2012-01-21T13:00:00Z,6.5,Chordata,Actinopterygii,Scaridae,Sparisoma cretense,2,12,DHP,POINT (-16.92 28.34)
M1_DATA.37488,37488,912342085,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN18,Faro de Teno,28.34,-16.92,2012-01-21T13:00:00Z,6,Chordata,Actinopterygii,Aulostomidae,Aulostomus strigosus,2,1,RRE,POINT (-16.92 28.34)
M1_DATA.37489,37489,912342085,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN18,Faro de Teno,28.34,-16.92,2012-01-21T13:00:00Z,6,Chordata,Actinopterygii,Labridae,Centrolabrus trutta,1,7,RRE,POINT (-16.92 28.34)
M1_DATA.37490,37490,912342085,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN18,Faro de Teno,28.34,-16.92,2012-01-21T13:00:00Z,6,Chordata,Actinopterygii,Sparidae,Diplodus sargus,2,5,RRE,POINT (-16.92 28.34)
M1_DATA.37491,37491,912342085,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN18,Faro de Teno,28.34,-16.92,2012-01-21T13:00:00Z,6,Chordata,Actinopterygii,Scaridae,Sparisoma cretense,2,18,RRE,POINT (-16.92 28.34)
M1_DATA.37492,37492,912342050,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN19,Tabaiba Norte,28.4,-16.33,2012-02-11T13:00:00Z,3.1,Chordata,Actinopterygii,Pomacentridae,Abudefduf luridus,1,8,BGO,POINT (-16.33 28.4)
M1_DATA.37493,37493,912342050,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN19,Tabaiba Norte,28.4,-16.33,2012-02-11T13:00:00Z,3.1,Chordata,Actinopterygii,Labridae,Thalassoma pavo,1,23,BGO,POINT (-16.33 28.4)
M1_DATA.37494,37494,912342051,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN19,Tabaiba Norte,28.4,-16.33,2012-02-11T13:00:00Z,3,Chordata,Actinopterygii,Pomacentridae,Abudefduf luridus,2,53,RRE,POINT (-16.33 28.4)
M1_DATA.37495,37495,912342051,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN19,Tabaiba Norte,28.4,-16.33,2012-02-11T13:00:00Z,3,Chordata,Actinopterygii,Sparidae,Oblada melanura,1,1,RRE,POINT (-16.33 28.4)
M1_DATA.37496,37496,912342051,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN19,Tabaiba Norte,28.4,-16.33,2012-02-11T13:00:00Z,3,Chordata,Actinopterygii,Blenniidae,Ophioblennius atlanticus,2,28,RRE,POINT (-16.33 28.4)
M1_DATA.37497,37497,912342051,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN19,Tabaiba Norte,28.4,-16.33,2012-02-11T13:00:00Z,3,Chordata,Actinopterygii,Scaridae,Sparisoma cretense,2,3,RRE,POINT (-16.33 28.4)
M1_DATA.37498,37498,912342052,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN19,Tabaiba Norte,28.4,-16.33,2012-02-10T13:00:00Z,5,Chordata,Actinopterygii,Apogonidae,Apogon imberbis,1,3,JASF,POINT (-16.33 28.4)
M1_DATA.37499,37499,912342052,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN19,Tabaiba Norte,28.4,-16.33,2012-02-10T13:00:00Z,5,Chordata,Actinopterygii,Aulostomidae,Aulostomus strigosus,2,1,JASF,POINT (-16.33 28.4)
M1_DATA.37500,37500,912342052,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN19,Tabaiba Norte,28.4,-16.33,2012-02-10T13:00:00Z,5,Chordata,Actinopterygii,Blenniidae,Ophioblennius atlanticus,1,8,JASF,POINT (-16.33 28.4)
M1_DATA.37501,37501,912342052,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN19,Tabaiba Norte,28.4,-16.33,2012-02-10T13:00:00Z,5,Chordata,Actinopterygii,Scaridae,Sparisoma cretense,2,4,JASF,POINT (-16.33 28.4)
M1_DATA.37502,37502,912349259,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN19,Tabaiba Norte,28.4,-16.33,2012-02-10T13:00:00Z,6,Chordata,Actinopterygii,Apogonidae,Apogon imberbis,1,3,JASF,POINT (-16.33 28.4)
M1_DATA.37503,37503,912349259,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN19,Tabaiba Norte,28.4,-16.33,2012-02-10T13:00:00Z,6,Chordata,Actinopterygii,Aulostomidae,Aulostomus strigosus,2,1,JASF,POINT (-16.33 28.4)
M1_DATA.37504,37504,912349259,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN19,Tabaiba Norte,28.4,-16.33,2012-02-10T13:00:00Z,6,Chordata,Actinopterygii,Scaridae,Sparisoma cretense,2,4,JASF,POINT (-16.33 28.4)
M1_DATA.37505,37505,34003024,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN2,La Caleta Este,27.8,-17.89,2011-10-09T13:00:00Z,17,Chordata,Actinopterygii,Tetraodontidae,Canthigaster capistrata,2,16,FPC,POINT (-17.89 27.8)
M1_DATA.37506,37506,34003024,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN2,La Caleta Este,27.8,-17.89,2011-10-09T13:00:00Z,17,Chordata,Actinopterygii,Pomacentridae,Chromis limbata,1,9,FPC,POINT (-17.89 27.8)
M1_DATA.37507,37507,34003024,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN2,La Caleta Este,27.8,-17.89,2011-10-09T13:00:00Z,17,Chordata,Actinopterygii,Serranidae,Mycteroperca fusca,1,1,FPC,POINT (-17.89 27.8)
M1_DATA.37508,37508,34003024,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN2,La Caleta Este,27.8,-17.89,2011-10-09T13:00:00Z,17,Chordata,Actinopterygii,Labridae,Thalassoma pavo,1,770,FPC,POINT (-17.89 27.8)
M1_DATA.37509,37509,34003950,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN2,La Caleta Este,27.8,-17.89,2011-10-09T13:00:00Z,6,Chordata,Actinopterygii,Pomacentridae,Abudefduf luridus,1,42,GJE,POINT (-17.89 27.8)
M1_DATA.37559,37559,34003950,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN2,La Caleta Este,27.8,-17.89,2011-10-09T13:00:00Z,6,Chordata,Actinopterygii,Tetraodontidae,Canthigaster capistrata,2,8,GJE,POINT (-17.89 27.8)
M1_DATA.37560,37560,34003950,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN2,La Caleta Este,27.8,-17.89,2011-10-09T13:00:00Z,6,Chordata,Actinopterygii,Pomacentridae,Chromis limbata,1,3,GJE,POINT (-17.89 27.8)
M1_DATA.37561,37561,34003950,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN2,La Caleta Este,27.8,-17.89,2011-10-09T13:00:00Z,6,Chordata,Actinopterygii,Scorpaenidae,Scorpaena maderensis,1,1,GJE,POINT (-17.89 27.8)
M1_DATA.37562,37562,34003950,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN2,La Caleta Este,27.8,-17.89,2011-10-09T13:00:00Z,6,Chordata,Actinopterygii,Tetraodontidae,Sphoeroides marmoratus,1,1,GJE,POINT (-17.89 27.8)
M1_DATA.37563,37563,34003950,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN2,La Caleta Este,27.8,-17.89,2011-10-09T13:00:00Z,6,Chordata,Actinopterygii,Labridae,Thalassoma pavo,1,101,GJE,POINT (-17.89 27.8)
M1_DATA.37564,37564,34003951,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN2,La Caleta Este,27.8,-17.89,2011-10-09T13:00:00Z,13,Chordata,Actinopterygii,Pomacentridae,Abudefduf luridus,2,16,RRE,POINT (-17.89 27.8)
M1_DATA.37565,37565,34003951,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN2,La Caleta Este,27.8,-17.89,2011-10-09T13:00:00Z,13,Chordata,Actinopterygii,Aulostomidae,Aulostomus strigosus,1,5,RRE,POINT (-17.89 27.8)
M1_DATA.37566,37566,34003951,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN2,La Caleta Este,27.8,-17.89,2011-10-09T13:00:00Z,13,Chordata,Actinopterygii,Balistidae,Canthidermis sufflamen,1,1,RRE,POINT (-17.89 27.8)
M1_DATA.37567,37567,34003951,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN2,La Caleta Este,27.8,-17.89,2011-10-09T13:00:00Z,13,Chordata,Actinopterygii,Sparidae,Diplodus annularis,1,1,RRE,POINT (-17.89 27.8)
M1_DATA.37568,37568,34003951,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN2,La Caleta Este,27.8,-17.89,2011-10-09T13:00:00Z,13,Chordata,Actinopterygii,Muraenidae,Muraena augusti,1,1,RRE,POINT (-17.89 27.8)
M1_DATA.37569,37569,34003951,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN2,La Caleta Este,27.8,-17.89,2011-10-09T13:00:00Z,13,Chordata,Actinopterygii,Serranidae,Serranus atricauda,1,1,RRE,POINT (-17.89 27.8)
M1_DATA.37570,37570,34003951,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN2,La Caleta Este,27.8,-17.89,2011-10-09T13:00:00Z,13,Chordata,Actinopterygii,Scaridae,Sparisoma cretense,1,16,RRE,POINT (-17.89 27.8)
M1_DATA.37571,37571,34003951,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN2,La Caleta Este,27.8,-17.89,2011-10-09T13:00:00Z,13,Chordata,Actinopterygii,Labridae,Thalassoma pavo,2,68,RRE,POINT (-17.89 27.8)
M1_DATA.37572,37572,912342053,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN20,Tabaiba Sur,28.4,-16.33,2012-02-23T13:00:00Z,3.4,Chordata,Actinopterygii,Pomacentridae,Abudefduf luridus,1,102,JASF,POINT (-16.33 28.4)
M1_DATA.37573,37573,912342053,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN20,Tabaiba Sur,28.4,-16.33,2012-02-23T13:00:00Z,3.4,Chordata,Actinopterygii,Belonidae,Belone belone,1,60,JASF,POINT (-16.33 28.4)
M1_DATA.37574,37574,912342053,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN20,Tabaiba Sur,28.4,-16.33,2012-02-23T13:00:00Z,3.4,Chordata,Actinopterygii,Tetraodontidae,Canthigaster capistrata,1,2,JASF,POINT (-16.33 28.4)
M1_DATA.37575,37575,912342053,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN20,Tabaiba Sur,28.4,-16.33,2012-02-23T13:00:00Z,3.4,Chordata,Actinopterygii,Labridae,Thalassoma pavo,1,124,JASF,POINT (-16.33 28.4)
M1_DATA.37576,37576,912342054,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN20,Tabaiba Sur,28.4,-16.33,2012-02-23T13:00:00Z,5,Chordata,Actinopterygii,Pomacentridae,Abudefduf luridus,1,337,DHP,POINT (-16.33 28.4)
M1_DATA.37577,37577,912342054,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN20,Tabaiba Sur,28.4,-16.33,2012-02-23T13:00:00Z,5,Chordata,Actinopterygii,Atherinidae,Atherina presbyter,1,500,DHP,POINT (-16.33 28.4)
M1_DATA.37578,37578,912342055,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN21,Puertito de Güímar,28.29,-16.37,2012-03-02T13:00:00Z,2.1,Chordata,Actinopterygii,Pomacentridae,Abudefduf luridus,1,25,BGO,POINT (-16.37 28.29)
M1_DATA.37579,37579,912342055,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN21,Puertito de Güímar,28.29,-16.37,2012-03-02T13:00:00Z,2.1,Chordata,Actinopterygii,Tetraodontidae,Sphoeroides marmoratus,1,3,BGO,POINT (-16.37 28.29)
M1_DATA.37580,37580,912342055,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN21,Puertito de Güímar,28.29,-16.37,2012-03-02T13:00:00Z,2.1,Chordata,Actinopterygii,Labridae,Thalassoma pavo,2,31,BGO,POINT (-16.37 28.29)
M1_DATA.37581,37581,912342056,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN21,Puertito de Güímar,28.29,-16.37,2012-03-02T13:00:00Z,3.5,Chordata,Actinopterygii,Tetraodontidae,Canthigaster capistrata,2,5,APSJ,POINT (-16.37 28.29)
M1_DATA.37582,37582,912342056,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN21,Puertito de Güímar,28.29,-16.37,2012-03-02T13:00:00Z,3.5,Chordata,Actinopterygii,Sparidae,Diplodus sargus,1,1,APSJ,POINT (-16.37 28.29)
M1_DATA.37583,37583,912342056,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN21,Puertito de Güímar,28.29,-16.37,2012-03-02T13:00:00Z,3.5,Chordata,Actinopterygii,Labridae,Thalassoma pavo,1,30,APSJ,POINT (-16.37 28.29)
